forecast_model,feature_set,cv_kind,estimator,n,n_features,mae,r2
graphwavenet_transfer,physical_knowledge,leave_target_region_out,ridge,52920,12,0.09517368829307866,0.06075982833701865
graphwavenet_transfer,physical_knowledge,leave_target_region_out,random_forest,52920,12,0.09239839404171431,-0.01531016654550732
graphwavenet_transfer,generic_shift,leave_target_region_out,ridge,52920,11,0.1069373578738734,-0.11365490714341275
graphwavenet_transfer,generic_shift,leave_target_region_out,random_forest,52920,11,0.09477823709558836,-0.054101957941081746
graphwavenet_transfer,physical_plus_shift,leave_target_region_out,ridge,52920,23,0.09757597357876609,0.037265897162160444
graphwavenet_transfer,physical_plus_shift,leave_target_region_out,random_forest,52920,23,0.09137996586670633,-0.05284251141096985
graphwavenet_transfer,physical_knowledge,group_by_cell,ridge,52920,12,0.09416057556723702,0.12100357889758673
graphwavenet_transfer,physical_knowledge,group_by_cell,random_forest,52920,12,0.07870361269145662,0.27876956505366257
graphwavenet_transfer,generic_shift,group_by_cell,ridge,52920,11,0.0937562637752484,0.003619223002213956
graphwavenet_transfer,generic_shift,group_by_cell,random_forest,52920,11,0.08112308053301444,0.1499308678029968
graphwavenet_transfer,physical_plus_shift,group_by_cell,ridge,52920,23,0.09357392447684579,0.12726474177729497
graphwavenet_transfer,physical_plus_shift,group_by_cell,random_forest,52920,23,0.06721661803603961,0.34383437643919834
linear_window,physical_knowledge,leave_target_region_out,ridge,52920,12,1.121391757957316,-0.0010331536387757634
linear_window,physical_knowledge,leave_target_region_out,random_forest,52920,12,1.1491818129257931,-0.05070809632190909
linear_window,generic_shift,leave_target_region_out,ridge,52920,11,1.12039050522201,-0.0006554864975021335
linear_window,generic_shift,leave_target_region_out,random_forest,52920,11,1.1250101701813977,-0.005352729001341983
linear_window,physical_plus_shift,leave_target_region_out,ridge,52920,23,1.121322689953791,-0.0008272465897223302
linear_window,physical_plus_shift,leave_target_region_out,random_forest,52920,23,1.1471173795477567,-0.04570401562311055
linear_window,physical_knowledge,group_by_cell,ridge,52920,12,1.1224810583603717,-0.0021042441028007453
linear_window,physical_knowledge,group_by_cell,random_forest,52920,12,1.1572873687563976,-0.06447578294752598
linear_window,generic_shift,group_by_cell,ridge,52920,11,1.1201340197852314,-0.0004269423521079396
linear_window,generic_shift,group_by_cell,random_forest,52920,11,1.1228459433254891,-0.005582965815470908
linear_window,physical_plus_shift,group_by_cell,ridge,52920,23,1.1224095859100223,-0.0019541196326593457
linear_window,physical_plus_shift,group_by_cell,random_forest,52920,23,1.1567550389601222,-0.06443502016230496
patchtst_small,physical_knowledge,leave_target_region_out,ridge,52920,12,1.1259906986672386,-0.001257414502605858
patchtst_small,physical_knowledge,leave_target_region_out,random_forest,52920,12,1.153075650022165,-0.04886898322475841
patchtst_small,generic_shift,leave_target_region_out,ridge,52920,11,1.1246645258982086,-0.000525051412854971
patchtst_small,generic_shift,leave_target_region_out,random_forest,52920,11,1.1295511900383233,-0.0054685546238570915
patchtst_small,physical_plus_shift,leave_target_region_out,ridge,52920,23,1.1259481515228014,-0.0010895189660977689
patchtst_small,physical_plus_shift,leave_target_region_out,random_forest,52920,23,1.151363271794804,-0.04456626452316814
patchtst_small,physical_knowledge,group_by_cell,ridge,52920,12,1.1272710042354745,-0.0024469586797482012
patchtst_small,physical_knowledge,group_by_cell,random_forest,52920,12,1.1595617068846453,-0.05824260242824786
patchtst_small,generic_shift,group_by_cell,ridge,52920,11,1.1245146431220856,-0.0004072276902804539
patchtst_small,generic_shift,group_by_cell,random_forest,52920,11,1.1273861017490658,-0.005576441700863022
patchtst_small,physical_plus_shift,group_by_cell,ridge,52920,23,1.1271574495129075,-0.002228274705794231
patchtst_small,physical_plus_shift,group_by_cell,random_forest,52920,23,1.1592401612753775,-0.0585706616213133
regional_doy_climatology,physical_knowledge,leave_target_region_out,ridge,52920,12,0.7060458532572507,-0.03662875206958316
regional_doy_climatology,physical_knowledge,leave_target_region_out,random_forest,52920,12,0.7219567893238064,-0.05875011225378168
regional_doy_climatology,generic_shift,leave_target_region_out,ridge,52920,11,0.6329557384455277,0.054571268283733265
regional_doy_climatology,generic_shift,leave_target_region_out,random_forest,52920,11,0.7991628676701714,-0.48434471538758084
regional_doy_climatology,physical_plus_shift,leave_target_region_out,ridge,52920,23,0.5486840800756918,0.2124413444995158
regional_doy_climatology,physical_plus_shift,leave_target_region_out,random_forest,52920,23,0.6924715773561888,-0.3285706181800119
regional_doy_climatology,physical_knowledge,group_by_cell,ridge,52920,12,0.6589676935721995,0.04258938320806771
regional_doy_climatology,physical_knowledge,group_by_cell,random_forest,52920,12,0.656096508644719,0.03733894943584115
regional_doy_climatology,generic_shift,group_by_cell,ridge,52920,11,0.4557714558196335,0.3911245869422877
regional_doy_climatology,generic_shift,group_by_cell,random_forest,52920,11,0.10719831174147339,0.9662981319028587
regional_doy_climatology,physical_plus_shift,group_by_cell,ridge,52920,23,0.39677607650332447,0.5816753124256431
regional_doy_climatology,physical_plus_shift,group_by_cell,random_forest,52920,23,0.11430463271253787,0.8393997188488139
spatial_knn_ridge,physical_knowledge,leave_target_region_out,ridge,52920,12,0.07024949634222957,-0.13960464115048765
spatial_knn_ridge,physical_knowledge,leave_target_region_out,random_forest,52920,12,0.06884864855113806,-0.041978973865634206
spatial_knn_ridge,generic_shift,leave_target_region_out,ridge,52920,11,0.07159503001996204,-0.1616221256987007
spatial_knn_ridge,generic_shift,leave_target_region_out,random_forest,52920,11,0.09321581543205017,-0.9451885939295772
spatial_knn_ridge,physical_plus_shift,leave_target_region_out,ridge,52920,23,0.06971962427037863,-0.2505381664829305
spatial_knn_ridge,physical_plus_shift,leave_target_region_out,random_forest,52920,23,0.0869894663794488,-0.8087041538820865
spatial_knn_ridge,physical_knowledge,group_by_cell,ridge,52920,12,0.06503703628329871,0.04470776362379192
spatial_knn_ridge,physical_knowledge,group_by_cell,random_forest,52920,12,0.05959143586468106,0.3020354580974266
spatial_knn_ridge,generic_shift,group_by_cell,ridge,52920,11,0.0565470130675242,0.20395756505609164
spatial_knn_ridge,generic_shift,group_by_cell,random_forest,52920,11,0.028812558512614946,0.6596925070905575
spatial_knn_ridge,physical_plus_shift,group_by_cell,ridge,52920,23,0.05446173646656507,0.18452587911415208
spatial_knn_ridge,physical_plus_shift,group_by_cell,random_forest,52920,23,0.01936663001409712,0.8480303062941905
stgcn_diffusion,physical_knowledge,leave_target_region_out,ridge,52920,12,0.07705824785725505,0.05704578351232659
stgcn_diffusion,physical_knowledge,leave_target_region_out,random_forest,52920,12,0.0731373685334945,0.07303279510812599
stgcn_diffusion,generic_shift,leave_target_region_out,ridge,52920,11,0.08605117468541508,-0.08295540080839503
stgcn_diffusion,generic_shift,leave_target_region_out,random_forest,52920,11,0.07846097570862137,-0.014878021663176533
stgcn_diffusion,physical_plus_shift,leave_target_region_out,ridge,52920,23,0.0791725175325994,0.0432728961661476
stgcn_diffusion,physical_plus_shift,leave_target_region_out,random_forest,52920,23,0.07864694435027078,-0.13717457040146885
stgcn_diffusion,physical_knowledge,group_by_cell,ridge,52920,12,0.0763499910870338,0.10477393747653985
stgcn_diffusion,physical_knowledge,group_by_cell,random_forest,52920,12,0.06626200334045633,0.3106073636768202
stgcn_diffusion,generic_shift,group_by_cell,ridge,52920,11,0.07851756999873928,0.0020844653052876083
stgcn_diffusion,generic_shift,group_by_cell,random_forest,52920,11,0.06506099005833205,0.12434727638923848
stgcn_diffusion,physical_plus_shift,group_by_cell,ridge,52920,23,0.07548777569008992,0.1250828065622871
stgcn_diffusion,physical_plus_shift,group_by_cell,random_forest,52920,23,0.0495835352991512,0.4590773329890354
